customer_id,age,income,transaction_count,last_purchase_days_ago,preferred_product_category
1,1.6782538083100762,1.0036243891288845,1,14,toys
2,-1.5046413453814473,1.3701110388228166,9,209,outdoor
3,-1.2876257667206616,0.6917034223829378,2,23,baby products
4,-1.2876257667206616,1.551016523013442,2,336,pet supplies
5,1.3165611772087669,-0.4605869052421369,1,265,electronics
6,-0.8535946093990903,-0.9885532703740108,4,228,outdoor
7,-0.1302093471964712,-1.5383555492651046,9,263,software
8,0.014467705244052586,-1.0358403154022557,9,210,jewelry
9,1.0995455985479812,0.09114348965418624,5,61,office supplies
10,0.1591447576845764,1.312942399267772,5,57,software
11,-1.070610188059876,-1.340579050028724,1,238,home_goods
12,0.2314832839048383,1.0875456382564836,4,152,electronics
13,0.2314832839048383,-0.9678260233177973,8,281,software
14,-0.6365790307383046,0.8487002681087219,4,5,pet supplies
15,-1.4323028191611855,0.13211595476530583,3,101,electronics
16,1.2442226509885048,-0.5313005597339162,2,306,software
17,1.3165611772087669,-0.12278098112598869,2,344,jewelry
18,0.1591447576845764,1.4575510996599588,3,31,clothing
19,1.8229308607506,1.0616124779861515,2,55,health
20,0.2314832839048383,-0.5314933713344392,5,154,furniture
21,-0.274886399636995,0.12618699804922615,3,277,groceries
22,1.171884124768243,-0.019867789346882454,6,354,automotive
23,0.3038218101251002,-0.0382812971968209,6,358,beauty
24,-0.5642405045180426,-1.2555009312979875,6,186,garden
25,-0.9259331356193521,-0.7521662481329161,3,30,books
26,-0.8535946093990903,-0.9974226039980648,6,310,home_goods
27,-0.05787082097620932,1.653110265490326,8,120,groceries
28,-0.3472249258572569,0.5461788668882672,8,343,footwear
29,-1.1429487142801378,-1.4663404164697957,7,8,beauty
30,-0.41956345207751883,0.7834817442318456,2,106,automotive
31,-1.5046413453814473,-0.6064006781375919,7,138,beauty
32,-0.2025478734167331,1.22352601952527,8,183,garden
33,1.0272070723277191,-1.269431569435768,3,340,furniture
34,0.2314832839048383,0.9001327625482096,4,210,groceries
35,0.5931759150061477,0.31176816355253245,2,149,groceries
36,-0.1302093471964712,-0.9019808617392215,6,260,home_goods
37,-0.1302093471964712,0.9609648225131895,3,127,books
38,-0.4919019782977807,1.6744159473481082,1,299,automotive
39,1.3165611772087669,1.6456870188701938,2,66,health
40,0.8101914936669334,0.39429152857634037,1,21,footwear
41,-1.4323028191611855,-0.7097476960178747,7,293,home_goods
42,-0.8535946093990903,-0.8190718735143678,1,325,software
43,0.8101914936669334,-1.5626980138311228,5,113,jewelry
44,0.7378529674466716,0.855786094427939,9,139,pet supplies
45,-0.7812560831788283,-1.0075934159256486,5,238,apparel
46,0.1591447576845764,-0.9845524296631603,4,361,footwear
47,1.0272070723277191,0.05576256095823121,4,348,outdoor
48,-0.7089175569585664,-1.168639305262414,9,44,electronics
49,0.5208373887858859,-0.9035233545434049,9,64,office supplies
50,0.9548685461074573,0.19584018873812944,8,266,baby products
51,-1.5046413453814473,1.2447352955827906,1,92,groceries
52,-1.5046413453814473,0.1871154638144675,4,112,sports
53,1.0995455985479812,-1.6323030016198954,9,340,jewelry
54,-1.1429487142801378,0.43203439937870114,8,333,groceries
55,1.2442226509885048,0.007511457927371571,8,275,footwear
56,1.3888997034290287,0.17872815919172066,2,331,automotive
57,-0.274886399636995,-0.836665932062084,9,227,jewelry
58,-0.41956345207751883,-0.8879056149010487,5,226,baby products
59,-1.2152872405003998,-0.3010835087095549,8,132,furniture
60,1.4612382296492905,-0.9263233263052397,1,229,sports
61,1.5335767558695526,0.879260906791604,5,315,clothing
62,0.7378529674466716,1.4408246933145958,1,129,automotive
63,-1.4323028191611855,-1.1221717095363912,7,296,home_goods
64,-1.4323028191611855,-0.8961483108234034,5,25,furniture
65,1.3165611772087669,1.1103938129184492,3,187,pet supplies
66,1.4612382296492905,0.4653426033690348,5,293,toys
67,1.0272070723277191,-1.4089307624140976,7,356,beauty
68,1.2442226509885048,0.03460148780084122,4,326,furniture
69,-0.7089175569585664,-1.5710371155537388,4,135,pet supplies
70,1.8229308607506,1.00926412844418,8,4,furniture
71,-0.2025478734167331,-1.0485658810367682,9,227,clothing
72,0.448498862565624,0.6494294789682885,6,169,health
73,-1.5046413453814473,-0.6828986806450587,1,285,electronics
74,-0.4919019782977807,-1.5211471139184345,9,325,automotive
75,1.0272070723277191,-0.17257457696103165,6,27,apparel
76,-0.6365790307383046,-0.019385760345575164,5,225,home_goods
77,1.5335767558695526,0.599732288933507,8,249,outdoor
78,-0.05787082097620932,-0.2738488701356931,5,202,software
79,-0.7089175569585664,1.3763292129396805,2,198,office supplies
80,-1.2152872405003998,-0.8838083683899368,4,136,apparel
81,-1.070610188059876,1.4869548687397034,4,126,clothing
82,-1.2152872405003998,1.3820171551551066,3,95,electronics
83,-1.2876257667206616,-0.01557773123524758,6,73,toys
84,-0.6365790307383046,0.4501586898278552,3,247,home_goods
85,1.0995455985479812,1.7163524704618423,4,341,footwear
86,1.3888997034290287,-0.8074067716827315,6,136,books
87,-0.4919019782977807,-0.2163428102797335,8,196,pet supplies
88,-0.41956345207751883,0.19747908734257422,3,214,toys
89,-0.05787082097620932,1.2762599922682873,8,109,baby products
90,1.0272070723277191,-1.5526718106039312,2,324,software
91,0.1591447576845764,0.5312359678477412,7,103,jewelry
